#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG1	NT_187558.1	CHROMOSOME	7	NC_000007.14	REGION145	+	1	157952	43902	198548	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG4_4	NT_187561.1	CHROMOSOME	7	NC_000007.14	REGION146	+	1	209586	76500982	76722751	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG4_4	NT_187559.1	CHROMOSOME	7	NC_000007.14	REGION147	-	1	158166	103086563	103242097	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG6	NW_003315922.2	CHROMOSOME	7	NC_000007.14	REGION11	+	1	119183	141633409	141746583	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG6	NT_187562.1	CHROMOSOME	7	NC_000007.14	TRB	+	1	1111570	142038121	143088503	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_3_CTG6	NT_187564.1	CHROMOSOME	7	NC_000007.14	REGION148	+	1	271455	148214874	148487860	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG7	NT_187563.1	CHROMOSOME	7	NC_000007.14	REGION149	+	1	126434	157697532	157820586	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG7	NT_187560.1	CHROMOSOME	7	NC_000007.14	REGION150	-	1	209988	158267495	158477174	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_4_CTG1	NT_187572.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	145606	718410	861641	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_2_CTG1	NT_187568.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	282736	861642	1141446	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG1	NT_187565.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	292436	1280785	1586904	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_8_CTG1	NT_187576.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	985506	1816625	2817440	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_3_CTG1	NT_187570.1	CHROMOSOME	8	NC_000008.11	DEFENSIN_REGION_1	+	1	300230	7308874	7617127	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_9_CTG1	NT_187577.1	CHROMOSOME	8	NC_000008.11	ADAM5	+	1	624492	39094318	39873856	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG6	NT_187566.1	CHROMOSOME	8	NC_000008.11	REGION152	+	1	141812	57173351	57303398	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG7	NT_187567.1	CHROMOSOME	8	NC_000008.11	REGION153	+	1	374415	128554723	128925740	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_5_CTG7	NT_187574.1	CHROMOSOME	8	NC_000008.11	REGION154	+	1	133535	141333447	141461079	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_6_CTG7	NT_187575.1	CHROMOSOME	8	NC_000008.11	REGION155	+	1	36640	141766834	141800272	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_4_CTG7	NT_187573.1	CHROMOSOME	8	NC_000008.11	REGION156	+	1	158983	143009713	143163398	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_3_CTG7	NT_187571.1	CHROMOSOME	8	NC_000008.11	REGION157	+	1	305841	143509961	143828794	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_2_CTG7	NT_187569.1	CHROMOSOME	8	NC_000008.11	REGION158	+	1	132244	144628750	144757761	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG1	NW_003315928.1	CHROMOSOME	9	NC_000009.12	REGION14	+	14845	162988	7428994	7577169	14844	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG2	NW_003315929.1	CHROMOSOME	9	NC_000009.12	REGION13	+	8244	71551	69413743	69477097	8243	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG3	NW_003315930.1	CHROMOSOME	9	NC_000009.12	MAMDC2	+	1	171286	70024113	70189318	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG4	NW_003315931.1	CHROMOSOME	9	NC_000009.12	REGION15	+	1	60032	88179047	88227980	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG5	NT_187578.1	CHROMOSOME	9	NC_000009.12	LPPR1	+	1	439082	100948798	101378291	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG1	NW_003315934.1	CHROMOSOME	10	NC_000010.11	REGION16	+	1	179254	27285655	27417608	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG3	NT_187579.1	CHROMOSOME	10	NC_000010.11	REGION159	+	1	181496	42103240	42298939	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG2	NW_003315935.1	CHROMOSOME	10	NC_000010.11	REGION18	+	1	309802	45175233	45468971	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG4	NT_187580.1	CHROMOSOME	10	NC_000010.11	REGION160	+	1	169918	77761309	77931226	0	18397
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG8	NT_187586.1	CHROMOSOME	11	NC_000011.10	REGION104	+	1	210133	470360	678681	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG6	NT_187584.1	CHROMOSOME	11	NC_000011.10	KRTAP_REGION_2	+	1	177092	1523474	1694855	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG7	NT_187585.1	CHROMOSOME	11	NC_000011.10	REGION105	+	1	296883	2767814	3065846	0	12
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG5	NT_187583.1	CHROMOSOME	11	NC_000011.10	OLFACTORY_REGION_2	+	1	204059	7779133	7972558	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG1_1	NW_003315936.1	CHROMOSOME	11	NC_000011.10	REGION19	+	1	154407	25170407	25319080	0	0
ALT_REF_LOCI_1	Primary Assembly	HG142_HG150_NOVEL_TEST	NW_003871073.1	CHROMOSOME	11	NC_000011.10	OLFACTORY_REGION_1	+	1	200998	56189252	56382643	0	0
ALT_REF_LOCI_1	Primary Assembly	HG151_NOVEL_TEST	NW_003871074.1	CHROMOSOME	11	NC_000011.10	OLFACTORY_REGION_1	+	1	191409	56693233	56873567	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG3	NT_187582.1	CHROMOSOME	11	NC_000011.10	REGION106	+	1	67707	69165291	69229344	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG2	NT_187581.1	CHROMOSOME	11	NC_000011.10	REGION107	+	1	186169	134773600	134962792	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG1	NW_003571049.1	CHROMOSOME	12	NC_000012.12	REGION50	+	1	167313	10001	173298	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_2_CTG2	NW_003571050.1	CHROMOSOME	12	NC_000012.12	PRH1_PRR4	+	1	408271	10801295	11177617	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_5_CTG2	NT_187588.1	CHROMOSOME	12	NC_000012.12	PRH1_PRR4	-	1	40090	11337225	11377386	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG2	NW_003315938.1	CHROMOSOME	12	NC_000012.12	REGION21	-	1	120804	27996034	28110778	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_4_CTG2	NT_187587.1	CHROMOSOME	12	NC_000012.12	OVOS2	+	1	238139	31111480	31347345	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG2_1	NW_003315939.2	CHROMOSOME	12	NC_000012.12	REGION22	-	1	169178	57932737	58092755	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_2_CTG2_1	NW_003315941.1	CHROMOSOME	12	NC_000012.12	REGION23	+	1	138655	58929265	59060870	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_3_CTG2_1	NW_003315942.2	CHROMOSOME	12	NC_000012.12	REGION24	-	1	152874	101111599	101258295	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_6_CTG2_1	NT_187590.1	CHROMOSOME	12	NC_000012.12	REGION161	+	1	119498	123826509	123945954	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_4_CTG2_1	NW_003315940.1	CHROMOSOME	12	NC_000012.12	REGION20	+	1	184319	126227198	126405474	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_5_CTG2_1	NT_187589.1	CHROMOSOME	12	NC_000012.12	REGION162	+	1	76061	130323076	130394967	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_7_CTG2_1	NT_187591.1	CHROMOSOME	12	NC_000012.12	REGION163	+	1	56134	131543020	131584984	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG3	NT_187594.1	CHROMOSOME	13	NC_000013.11	REGION164	+	1	191684	18698351	18884136	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG2	NT_187593.1	CHROMOSOME	13	NC_000013.11	REGION165	-	1	180306	25652362	25828680	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG6	NT_187597.1	CHROMOSOME	13	NC_000013.11	REGION166	+	1	103832	70341886	70442876	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG4	NT_187595.1	CHROMOSOME	13	NC_000013.11	REGION167	+	1	169134	89598964	89764093	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG1	NT_187592.1	CHROMOSOME	13	NC_000013.11	REGION168	+	1	306913	112182875	112505943	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG5	NT_187596.1	CHROMOSOME	13	NC_000013.11	REGION169	+	541	37287	113727531	113763795	540	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_1_CTG1	NT_187598.1	CHROMOSOME	14	NC_000014.9	REGION170	+	1	322166	91535865	91854371	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_7_CTG1	NT_187601.1	CHROMOSOME	14	NC_000014.9	IGH	+	1	1511111	92885439	94394539	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_2_CTG1	NT_187599.1	CHROMOSOME	14	NC_000014.9	SERPIN_REGION_1	+	1	180703	104449322	104622880	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_3_CTG1	NT_187600.1	CHROMOSOME	14	NC_000014.9	REGION171	+	1	1351393	105533003	106860219	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG1	NT_187602.1	CHROMOSOME	15	NC_000015.10	PRADER_WILLI	+	1	478999	21242091	21714003	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_3_CTG3	NT_187604.1	CHROMOSOME	15	NC_000015.10	PRADER_WILLI	+	2733	263054	22358243	22618722	2732	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG3	NT_187603.1	CHROMOSOME	15	NC_000015.10	PRADER_WILLI	+	1	327382	22902961	23226874	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG8	NW_003315943.1	CHROMOSOME	15	NC_000015.10	REGION25	+	1	296527	28312041	28596947	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_3_CTG8	NT_187605.1	CHROMOSOME	15	NC_000015.10	TRIM69	+	1	244917	44676664	44913053	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_2_CTG8	NW_003315944.2	CHROMOSOME	15	NC_000015.10	MEGF11	+	1	388773	65908183	66284818	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_5_CTG8	NT_187606.1	CHROMOSOME	15	NC_000015.10	REGION172	+	1	430880	82289984	82641774	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_CTG2	NT_187610.1	CHROMOSOME	16	NC_000016.10	RAB11FIP3	+	1	134193	400855	531525	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_4_CTG1	NT_187609.1	CHROMOSOME	16	NC_000016.10	REGION173	+	2033	63982	1871895	1933852	2032	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_3_CTG1	NT_187608.1	CHROMOSOME	16	NC_000016.10	PAM16	+	1	232857	4299637	4530534	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_1_CTG1	NT_187607.1	CHROMOSOME	16	NC_000016.10	REGION174	b	1	2659700	14427144	16998739	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_1_CTG3_1	NW_003315945.1	CHROMOSOME	16	NC_000016.10	REGION26	+	1	192462	55772981	55968548	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_2_CTG3_1	NW_003315946.1	CHROMOSOME	16	NC_000016.10	SNTB2	-	1	89672	69140151	69224690	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG1	NW_003315952.3	CHROMOSOME	17	NC_000017.11	DOC2B_RPH3AL	+	1	375691	60001	402637	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_2_CTG2	NT_187613.1	CHROMOSOME	17	NC_000017.11	ABR	+	1	391357	960754	1449331	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG2	NT_187611.1	CHROMOSOME	17	NC_000017.11	WDR81	+	1	196688	1569973	1767739	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_7_CTG4	NT_187614.1	CHROMOSOME	17	NC_000017.11	CCL5_TBC1D3	+	1	2877074	35765469	38841755	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_4_CTG4	NW_003871091.1	CHROMOSOME	17	NC_000017.11	KRTAP_REGION_1	+	1	278131	40850733	41128408	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_5_CTG4	NW_003871092.1	CHROMOSOME	17	NC_000017.11	KRTAP_REGION_1	-	1	70345	41226443	41307109	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG4	NW_003315953.2	CHROMOSOME	17	NC_000017.11	KRTAP_REGION_1	-	1	133151	41307110	41432935	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG5	NT_167251.2	CHROMOSOME	17	NC_000017.11	MAPT	b	1	1821992	45309498	46836265	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_2_CTG4	NW_003315954.1	CHROMOSOME	17	NC_000017.11	REGION28	+	1	223995	70306278	70524219	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_8_CTG4	NT_187615.1	CHROMOSOME	17	NC_000017.11	REGION175	+	1	235827	71584518	71819311	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_9_CTG4	NT_187616.1	CHROMOSOME	17	NC_000017.11	REGION176	+	1	108763	72833331	72935743	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_3_CTG4	NW_003315955.1	CHROMOSOME	17	NC_000017.11	REGION30	+	11622	90219	77220730	77299326	11621	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG9	NT_187612.1	CHROMOSOME	17	NC_000017.11	B3GNTL1	-	1	178921	82922720	83103577	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_4_CTG1_1	NT_187618.1	CHROMOSOME	18	NC_000018.10	REGION177	-	1	111737	43667277	43773892	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG1_1	NW_003315956.1	CHROMOSOME	18	NC_000018.10	REGION31	+	1	289831	50292194	50574792	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG1_1	NW_003315959.1	CHROMOSOME	18	NC_000018.10	REGION32	-	1	164789	51662936	51821642	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG2	NW_003315960.1	CHROMOSOME	18	NC_000018.10	REGION33	+	1	198278	67423723	67552551	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG2	NW_003315957.1	CHROMOSOME	18	NC_000018.10	REGION34	-	1	104552	72933122	73024781	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG2_1	NW_003315958.1	CHROMOSOME	18	NC_000018.10	REGION35	+	1	167950	78493467	78652030	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG2_1	NW_003315961.1	CHROMOSOME	18	NC_000018.10	REGION36	+	1	159547	78934886	79088997	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_3_CTG2_1	NT_187617.1	CHROMOSOME	18	NC_000018.10	REGION178	+	1	167999	79563122	79725366	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_5_CTG2	NT_187622.1	CHROMOSOME	19	NC_000019.10	ELANE	+	1	61733	821158	881412	0	1
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_4_CTG2	NT_187621.1	CHROMOSOME	19	NC_000019.10	SBNO2	+	1	52969	1107414	1158195	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_1_CTG2	NW_003315962.1	CHROMOSOME	19	NC_000019.10	ZNF66	+	1	385657	20663141	21042381	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_2_CTG2	NW_003315964.2	CHROMOSOME	19	NC_000019.10	REGION37	+	1	170222	21648290	21809032	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_3_CTG2	NW_003315965.1	CHROMOSOME	19	NC_000019.10	REGION39	-	1	188024	22120850	22300666	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_1_CTG3_1	NW_003315963.1	CHROMOSOME	19	NC_000019.10	REGION38	+	1	155864	34152260	34300950	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_2_CTG3_1	NT_187619.1	CHROMOSOME	19	NC_000019.10	GPI	+	1	42221	34350807	34392977	0	935
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_3_CTG3_1	NT_187620.1	CHROMOSOME	19	NC_000019.10	CEACAM_REGION_1	-	1	233762	41456581	41682000	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19LRC_COX1_CTG3_1	NW_003571054.1	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	987716	54025634	55084318	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG1	NW_003315966.2	CHROMOSOME	20	NC_000020.11	REGION40	+	1	128386	17771102	17893471	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG2	NT_187623.1	CHROMOSOME	20	NC_000020.11	REGION179	+	1	118774	61886306	62008187	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG4	NT_187625.1	CHROMOSOME	20	NC_000020.11	REGION181	+	1	58661	63414721	63471095	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG3	NT_187624.1	CHROMOSOME	20	NC_000020.11	REGION180	+	1	183433	64095055	64274842	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_1_CTG1_1	NW_003315967.2	CHROMOSOME	21	NC_000021.9	REGION41	+	1	63917	14424141	14475471	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_8_CTG1_1	NT_187628.1	CHROMOSOME	21	NC_000021.9	REGION182	+	1	166743	17146893	17310433	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_6_CTG1_1	NT_187627.1	CHROMOSOME	21	NC_000021.9	REGION183	+	1	143900	17603695	17744061	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_2_CTG1_1	NW_003315968.2	CHROMOSOME	21	NC_000021.9	REGION42	+	1	201197	22102474	22296968	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_3_CTG1_1	NW_003315969.2	CHROMOSOME	21	NC_000021.9	REGION43	+	1	74653	32769079	32837937	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_4_CTG1_1	NW_003315970.2	CHROMOSOME	21	NC_000021.9	TMEM50B	+	1	116689	33405429	33512559	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_5_CTG2	NT_187626.1	CHROMOSOME	21	NC_000021.9	SPATC1L	+	1	82692	46140942	46221322	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG3	NT_187629.1	CHROMOSOME	22	NC_000022.11	IGL	+	1	259914	22373449	22624257	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG6	NT_187632.1	CHROMOSOME	22	NC_000022.11	REGION184	+	1	186262	23354043	23516062	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG7	NT_187633.1	CHROMOSOME	22	NC_000022.11	REGION185	+	1	304135	23763639	24013509	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG4	NT_187630.1	CHROMOSOME	22	NC_000022.11	APOL5	+	1	263666	35685234	35942668	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG5	NT_187631.1	CHROMOSOME	22	NC_000022.11	REGION186	+	1	101331	36779214	36877704	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG2	NW_003315972.2	CHROMOSOME	22	NC_000022.11	APOBEC	+	1	96924	38884294	39011160	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG1	NW_003315971.2	CHROMOSOME	22	NC_000022.11	CYP2D6	+	1	162811	42077656	42252562	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHRX_1_CTG3	NT_187634.1	CHROMOSOME	X	NC_000023.11	REGION187	+	1	284869	319338	601516	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHRX_2_CTG12	NT_187635.1	CHROMOSOME	X	NC_000023.11	REGION188	-	1	144206	79965154	80097082	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR1_ALT2_1_CTG32_1	NT_187646.1	CHROMOSOME	1	NC_000001.11	OLFACTORY_REGION_3	+	1	162212	248352027	248511794	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR2_2_CTG7	NT_187648.1	CHROMOSOME	2	NC_000002.12	REGION116	+	1	214158	90218337	90402511	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR2_2_CTG15	NT_187647.1	CHROMOSOME	2	NC_000002.12	REGION120	+	1	161218	241961306	242117508	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR3_3_CTG3	NT_187649.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	-	1	162896	195629504	195794735	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR4_6_CTG12	NT_187650.1	CHROMOSOME	4	NC_000004.12	REGION134	+	1	378547	189666448	190041016	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR5_1_CTG1_1	NT_187651.1	CHROMOSOME	5	NC_000005.10	SMA	+	1	1144418	69795337	71614443	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR5_3_CTG5	NT_187652.1	CHROMOSOME	5	NC_000005.10	REGION138	+	1	130957	177865465	177996111	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR6_MHC_COX_CTG1	NT_113891.3	CHROMOSOME	6	NC_000006.12	MHC	+	1	4795265	28510120	33383765	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR7_2_CTG1	NT_187653.1	CHROMOSOME	7	NC_000007.14	REGION145	+	1	190869	10001	198548	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR8_6_CTG1	NT_187655.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	136959	1141447	1280784	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR8_5_CTG1	NT_187654.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	318687	1389717	1709420	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR11_2_CTG1	NT_187656.1	CHROMOSOME	11	NC_000011.10	MUCIN_REGION_1	+	1	106711	937258	1037146	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR11_2_CTG1_1	NT_187657.1	CHROMOSOME	11	NC_000011.10	KRTAP_REGION_2	+	1	214625	1523474	1740879	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR12_3_CTG2	NT_187658.1	CHROMOSOME	12	NC_000012.12	PRH1_PRR4	+	1	572349	10801295	11377386	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR15_2_CTG3	NT_187659.1	CHROMOSOME	15	NC_000015.10	PRADER_WILLI	+	1	196384	23035268	23226874	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR15_4_CTG8	NT_187660.1	CHROMOSOME	15	NC_000015.10	REGION25	b	1	5161414	27865714	32946929	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_2_CTG1	NT_187662.1	CHROMOSOME	17	NC_000017.11	DOC2B_RPH3AL	-	1	137721	266972	402637	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_3_CTG2	NT_187664.1	CHROMOSOME	17	NC_000017.11	ABR	+	1	157099	960754	1117082	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_10_CTG4	NT_187661.1	CHROMOSOME	17	NC_000017.11	CCL5_TBC1D3	+	1	325800	36045904	36270057	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_6_CTG4	NW_003871093.1	CHROMOSOME	17	NC_000017.11	KRTAP_REGION_1	-	1	88070	41207670	41307109	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_2_CTG5	NT_187663.1	CHROMOSOME	17	NC_000017.11	MAPT	+	1	1423190	45309498	46903773	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR18_ALT21_CTG2_1	NT_187665.1	CHROMOSOME	18	NC_000018.10	REGION35	+	1	174061	78493467	78664469	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR18_ALT2_CTG2_1	NT_187666.1	CHROMOSOME	18	NC_000018.10	REGION36	+	1	157710	78934886	79088997	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR19LRC_COX2_CTG3_1	NW_003571055.2	CHROMOSOME	19	NC_000019.10	LRC_KIR	+	1	729520	54025634	55084318	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR22_2_CTG1	NW_004504305.1	CHROMOSOME	22	NC_000022.11	CYP2D6	+	1	74013	42077656	42139533	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHRX_2_CTG3	NT_187667.1	CHROMOSOME	X	NC_000023.11	REGION187	+	1	274009	326488	601516	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR3_4_CTG3	NT_187678.1	CHROMOSOME	3	NC_000003.12	MUCIN_REGION_2	-	1	166540	195629504	195794735	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR4_7_CTG12	NT_187679.1	CHROMOSOME	4	NC_000004.12	REGION134	+	1	555799	189361858	189907070	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR6_MHC_DBB_CTG1	NT_167245.2	CHROMOSOME	6	NC_000006.12	MHC	+	1	4604811	28734408	33361299	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR8_7_CTG1	NT_187680.1	CHROMOSOME	8	NC_000008.11	REGION151	+	1	229282	1586905	1816624	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR11_3_CTG1	NT_187681.1	CHROMOSOME	11	NC_000011.10	MUCIN_REGION_1	+	1	218612	937258	1150311	0	0
